state,district,mandal,village
ANDHRA PRADESH,Guntur,Nagaram,Pudiwada
ANDHRA PRADESH,Guntur,Nagaram,Siripudi
ANDHRA PRADESH,Guntur,Nagaram,Pedapalle
ANDHRA PRADESH,Guntur,Nagaram,Pedamatlapudi
ANDHRA PRADESH,Guntur,Nagaram,Edupalle
ANDHRA PRADESH,Guntur,Nagaram,Allaparru
ANDHRA PRADESH,Guntur,Repalle,Repalle
ANDHRA PRADESH,Guntur,Repalle,Parisapadu
ANDHRA PRADESH,Guntur,Repalle,Karumuru
ANDHRA PRADESH,Guntur,Repalle,Bethapudi
ANDHRA PRADESH,Guntur,Repalle,Peteru
ANDHRA PRADESH,Guntur,Repalle,Penumudi
ANDHRA PRADESH,Guntur,Repalle,Chatragadda
ANDHRA PRADESH,Guntur,Repalle,Kamarajugadda
ANDHRA PRADESH,Guntur,Repalle,Nalluru
ANDHRA PRADESH,Guntur,Repalle,Aravapalle
ANDHRA PRADESH,Guntur,Repalle,Uppudi
ANDHRA PRADESH,Guntur,Repalle,Isukapalle (R)
ANDHRA PRADESH,Guntur,Repalle,Singupalem
ANDHRA PRADESH,Guntur,Repalle,Visweswaram
ANDHRA PRADESH,Guntur,Repalle,Chodayapalem
ANDHRA PRADESH,Guntur,Repalle,Kaithepalle
ANDHRA PRADESH,Guntur,Repalle,Potumeraka
ANDHRA PRADESH,Guntur,Repalle,Gangadipalem
ANDHRA PRADESH,Prakasam,Prakasam,Prakasam
ANDHRA PRADESH,Prakasam,Yerragondapalem,Yerragondapalem
ANDHRA PRADESH,Prakasam,Yerragondapalem,Palutla
ANDHRA PRADESH,Prakasam,Yerragondapalem,Nekkanti
ANDHRA PRADESH,Prakasam,Yerragondapalem,Guttalacheruvu
ANDHRA PRADESH,Prakasam,Yerragondapalem,Allatam
ANDHRA PRADESH,Prakasam,Yerragondapalem,Ponnala Bayalu
ANDHRA PRADESH,Prakasam,Yerragondapalem,Naruthadikala
ANDHRA PRADESH,Prakasam,Yerragondapalem,Suddakunta Penta
ANDHRA PRADESH,Prakasam,Yerragondapalem,Buru Gundala
ANDHRA PRADESH,Prakasam,Yerragondapalem,Bai Penta
ANDHRA PRADESH,Prakasam,Yerragondapalem,Billagondi Penta
ANDHRA PRADESH,Prakasam,Yerragondapalem,Garini Penta
ANDHRA PRADESH,Prakasam,Yerragondapalem,Madam Chalama
ANDHRA PRADESH,Prakasam,Yerragondapalem,Dara Bayalu
ANDHRA PRADESH,Prakasam,Yerragondapalem,Telugurayani Cheruvu
ANDHRA PRADESH,Prakasam,Yerragondapalem,Venkatadri Palem
ANDHRA PRADESH,Prakasam,Yerragondapalem,Rayavaram
ANDHRA PRADESH,Prakasam,Yerragondapalem,Millampalle
ANDHRA PRADESH,Prakasam,Yerragondapalem,Yerragonda Palem
ANDHRA PRADESH,Prakasam,Yerragondapalem,Alli Palem
ANDHRA PRADESH,Prakasam,Yerragondapalem,Naidakka Cherla
ANDHRA PRADESH,Prakasam,Yerragondapalem,Daddanala
ANDHRA PRADESH,Prakasam,Yerragondapalem,Lingamvani Palle
ANDHRA PRADESH,Prakasam,Yerragondapalem,Ammani Gudi Padu
ANDHRA PRADESH,Prakasam,Yerragondapalem,Gurrapusala
ANDHRA PRADESH,Prakasam,Yerragondapalem,Kataruvani Palle
ANDHRA PRADESH,Prakasam,Yerragondapalem,Kolukula
ANDHRA PRADESH,Prakasam,Yerragondapalem,Gollavidipi
ANDHRA PRADESH,Prakasam,Yerragondapalem,Ramachandra Puram
ANDHRA PRADESH,Prakasam,Yerragondapalem,Lalapuram
ANDHRA PRADESH,Prakasam,Yerragondapalem,Ganga Palem
ANDHRA PRADESH,Prakasam,Yerragondapalem,Boyala Palle
ANDHRA PRADESH,Prakasam,Yerragondapalem,Boyala Palle (S.H.O)
ANDHRA PRADESH,Prakasam,Yerragondapalem,Gurije Palle
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Pullalacheruvu
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Murikimallapenta
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Yendra Palle
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Komarolu
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Chapala Madugu
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Kavala Kuntla
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Racha Konda
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Pullalacheruvu
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Garapenta
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Uppaladinne Penta
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Chennapalem
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Marrivemula
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Satha Kodu
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Chowtapalle
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Mutukula
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Narasa Puram
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Mane Palle
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Ayyagari Palle
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Isukatripuravaram
ANDHRA PRADESH,Prakasam,Pullalacheruvu,Chowtapa Charla
ANDHRA PRADESH,Prakasam,Tripuranthakam,Tripuranthakam
ANDHRA PRADESH,Prakasam,Tripuranthakam,Madhavani Palle
ANDHRA PRADESH,Prakasam,Tripuranthakam,Duvvali
ANDHRA PRADESH,Prakasam,Tripuranthakam,Ramasamudram
ANDHRA PRADESH,Prakasam,Tripuranthakam,Mittapalem
ANDHRA PRADESH,Prakasam,Tripuranthakam,Ganapavaram
ANDHRA PRADESH,Prakasam,Tripuranthakam,Medapi
ANDHRA PRADESH,Prakasam,Tripuranthakam,Annasamudram
ANDHRA PRADESH,Prakasam,Tripuranthakam,Kankanala Palle
ANDHRA PRADESH,Prakasam,Tripuranthakam,Tripuranthakam
ANDHRA PRADESH,Prakasam,Tripuranthakam,Raju Palem
ANDHRA PRADESH,Prakasam,Tripuranthakam,Lella Palle
ANDHRA PRADESH,Prakasam,Tripuranthakam,Viswanadhapuram
ANDHRA PRADESH,Prakasam,Tripuranthakam,Thimmana Palem
ANDHRA PRADESH,Prakasam,Tripuranthakam,Muktumpuram
ANDHRA PRADESH,Prakasam,Tripuranthakam,Dupadu
ANDHRA PRADESH,Prakasam,Tripuranthakam,Golla Palle
ANDHRA PRADESH,Prakasam,Tripuranthakam,Narasingapuram
ANDHRA PRADESH,Prakasam,Tripuranthakam,Miriam Palle
ANDHRA PRADESH,Prakasam,Dornala,Dornala
ANDHRA PRADESH,Prakasam,Dornala,China Arutla
ANDHRA PRADESH,Prakasam,Dornala,Peda Arutla
ANDHRA PRADESH,Prakasam,Dornala,Thummala Bayalu
ANDHRA PRADESH,Prakasam,Dornala,Chinthala
ANDHRA PRADESH,Prakasam,Dornala,Marripalem
ANDHRA PRADESH,Prakasam,Dornala,Peda Bommala Puram
ANDHRA PRADESH,Prakasam,Dornala,Dornala
ANDHRA PRADESH,Prakasam,Dornala,Yadavalli
ANDHRA PRADESH,Prakasam,Dornala,Pedachama
ANDHRA PRADESH,Prakasam,Dornala,Rolla Penta
ANDHRA PRADESH,Prakasam,Dornala,Pedamanthanala
ANDHRA PRADESH,Prakasam,Dornala,China Manthanala
ANDHRA PRADESH,Prakasam,Dornala,Nallaguntla
ANDHRA PRADESH,Prakasam,Dornala,Nalla Guntla Gudem
ANDHRA PRADESH,Prakasam,Dornala,Yeguva Cherlo Palle
ANDHRA PRADESH,Prakasam,Dornala,Chilaka Cherla Gudem
ANDHRA PRADESH,Prakasam,Dornala,Ayinamukkala
ANDHRA PRADESH,Prakasam,Dornala,China Dornala
ANDHRA PRADESH,Prakasam,Dornala,Kata Kani Palle
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Peda  Araveedu
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Sanikavaram
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Kalanuthala
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Sunkesula
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Peda Araveedu
ANDHRA PRADESH,Prakasam,Peda  Araveedu,S.Kotha Palle
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Pragallapadu
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Badveedu
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Boyada Gumpula
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Thoka Palle
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Chatla Mitta
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Obulakkapalle
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Ambapuram
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Cumbampadu
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Thangirala Palle
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Gobburu
ANDHRA PRADESH,Prakasam,Peda  Araveedu,Devarajugattu
ANDHRA PRADESH,Prakasam,Donakonda,Donakonda
ANDHRA PRADESH,Prakasam,Donakonda,Battepadu
ANDHRA PRADESH,Prakasam,Donakonda,Chandavaram
ANDHRA PRADESH,Prakasam,Donakonda,Pole Palle
ANDHRA PRADESH,Prakasam,Donakonda,Padamara Lakshmipuram
ANDHRA PRADESH,Prakasam,Donakonda,Ramapuram
ANDHRA PRADESH,Prakasam,Donakonda,Rudra Samudram
ANDHRA PRADESH,Prakasam,Donakonda,Bada Puram
ANDHRA PRADESH,Prakasam,Donakonda,Veera Venkata Puram
ANDHRA PRADESH,Prakasam,Donakonda,Yerrabalem
ANDHRA PRADESH,Prakasam,Donakonda,Vabbapuram
ANDHRA PRADESH,Prakasam,Donakonda,Narasimhanayuni Palem
ANDHRA PRADESH,Prakasam,Donakonda,Indla Cheruvu
ANDHRA PRADESH,Prakasam,Donakonda,Ragamakka Palle
ANDHRA PRADESH,Prakasam,Donakonda,Bhumanapalle
ANDHRA PRADESH,Prakasam,Donakonda,Mallam Peta
ANDHRA PRADESH,Prakasam,Donakonda,Kotcherla Kota
ANDHRA PRADESH,Prakasam,Donakonda,Siddayapalem
ANDHRA PRADESH,Prakasam,Donakonda,Ananthavaram
ANDHRA PRADESH,Prakasam,Donakonda,Manginapudi
ANDHRA PRADESH,Prakasam,Donakonda,Pochamakka Palle
ANDHRA PRADESH,Prakasam,Donakonda,Padamati Venkata Puram
ANDHRA PRADESH,Prakasam,Donakonda,Lakshmi Narayana Puram
ANDHRA PRADESH,Prakasam,Donakonda,Peddanna Palem
ANDHRA PRADESH,Prakasam,Donakonda,Gudipadu
ANDHRA PRADESH,Prakasam,Donakonda,Aravallipadu
ANDHRA PRADESH,Prakasam,Donakonda,Vaddipadu
ANDHRA PRADESH,Prakasam,Donakonda,Kalavala Palle
ANDHRA PRADESH,Prakasam,Donakonda,Sangapuram
ANDHRA PRADESH,Prakasam,Donakonda,Tella Padu
ANDHRA PRADESH,Prakasam,Donakonda,West Kambhampadu
ANDHRA PRADESH,Prakasam,Kurichedu,Kurichedu
ANDHRA PRADESH,Prakasam,Kurichedu,Jagannadhapuram
ANDHRA PRADESH,Prakasam,Kurichedu,West Kasipuram
ANDHRA PRADESH,Prakasam,Kurichedu,Kallur
ANDHRA PRADESH,Prakasam,Kurichedu,West Naidupalem
ANDHRA PRADESH,Prakasam,Kurichedu,Avulamanda
ANDHRA PRADESH,Prakasam,Kurichedu,Mustla Gangavaram
ANDHRA PRADESH,Prakasam,Kurichedu,West Veeraya Palem
ANDHRA PRADESH,Prakasam,Kurichedu,Bayya Varam
ANDHRA PRADESH,Prakasam,Kurichedu,Dekanakonda
ANDHRA PRADESH,Prakasam,Kurichedu,Peddavaram
ANDHRA PRADESH,Prakasam,Kurichedu,Namassivaya Puram
ANDHRA PRADESH,Prakasam,Kurichedu,Mallaya Palem
ANDHRA PRADESH,Prakasam,Kurichedu,Kurichedu
ANDHRA PRADESH,Prakasam,Kurichedu,Perambotla Palem
ANDHRA PRADESH,Prakasam,Kurichedu,Potlapadu
ANDHRA PRADESH,Prakasam,Kurichedu,Gangadona Konda
ANDHRA PRADESH,Prakasam,Kurichedu,West Gangavaram
ANDHRA PRADESH,Prakasam,Kurichedu,Alavalapadu
ANDHRA PRADESH,Prakasam,Kurichedu,Bodanampadu
ANDHRA PRADESH,Prakasam,Santhamaguluru,Santhamaguluru
ANDHRA PRADESH,Prakasam,Santhamaguluru,Vellala Cheruvu
ANDHRA PRADESH,Prakasam,Santhamaguluru,Gopapuram
ANDHRA PRADESH,Prakasam,Santhamaguluru,Kamepalle
ANDHRA PRADESH,Prakasam,Santhamaguluru,Santhamaguluru
ANDHRA PRADESH,Prakasam,Santhamaguluru,Tangedu Malli
ANDHRA PRADESH,Prakasam,Santhamaguluru,Gurijepalle
ANDHRA PRADESH,Prakasam,Santhamaguluru,Kopparam
ANDHRA PRADESH,Prakasam,Santhamaguluru,Elchur
ANDHRA PRADESH,Prakasam,Santhamaguluru,Kunduru (West)
ANDHRA PRADESH,Prakasam,Santhamaguluru,Kunduru (East)
ANDHRA PRADESH,Prakasam,Santhamaguluru,Kommala Padu
ANDHRA PRADESH,Prakasam,Ballikurava,Ballikurava
ANDHRA PRADESH,Prakasam,Ballikurava,Koppera Palem
ANDHRA PRADESH,Prakasam,Ballikurava,Uppumaguluru
ANDHRA PRADESH,Prakasam,Ballikurava,Vemavaram
ANDHRA PRADESH,Prakasam,Ballikurava,Konidena
ANDHRA PRADESH,Prakasam,Ballikurava,Ballikurava
ANDHRA PRADESH,Prakasam,Ballikurava,Chennupalle
ANDHRA PRADESH,Prakasam,Ballikurava,Sankaralingam Gudipadu
ANDHRA PRADESH,Prakasam,Ballikurava,Mukteswaram
ANDHRA PRADESH,Prakasam,Ballikurava,Guntupalle
ANDHRA PRADESH,Prakasam,Ballikurava,Vaidana
ANDHRA PRADESH,Prakasam,Ballikurava,Kukatla Palle
ANDHRA PRADESH,Prakasam,Ballikurava,Gorre Padu
ANDHRA PRADESH,Prakasam,Ballikurava,Koppera Padu
ANDHRA PRADESH,Prakasam,Ballikurava,Valla Palle
ANDHRA PRADESH,Prakasam,Martur,Martur
ANDHRA PRADESH,Prakasam,Martur,Nagaraju Palle
ANDHRA PRADESH,Prakasam,Martur,Rajupalem
ANDHRA PRADESH,Prakasam,Martur,Martur
ANDHRA PRADESH,Prakasam,Martur,Bobbe Palle
ANDHRA PRADESH,Prakasam,Martur,Jonna Thali Agraharam
ANDHRA PRADESH,Prakasam,Martur,Darsiagraharam
ANDHRA PRADESH,Prakasam,Martur,Valaparla
ANDHRA PRADESH,Prakasam,Martur,Jangamaheswarapuram
ANDHRA PRADESH,Prakasam,Martur,Lakkavaram Agraharam
ANDHRA PRADESH,Prakasam,Martur,Bolla Palle
ANDHRA PRADESH,Prakasam,Martur,Kolala Pudi
ANDHRA PRADESH,Prakasam,Martur,Konanki
ANDHRA PRADESH,Prakasam,Martur,Dronadula
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Yeddana Pudi
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Ananthavaram
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Enamadala
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Yeddanapudi
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Vinjanampadu
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Poluru
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Gannavaram
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Punuru
ANDHRA PRADESH,Prakasam,Yeddana Pudi,Jagarlamudi
ANDHRA PRADESH,Prakasam,Parchur,Parchur
ANDHRA PRADESH,Prakasam,Parchur,Garnepudi
ANDHRA PRADESH,Prakasam,Parchur,Edubadu
ANDHRA PRADESH,Prakasam,Parchur,Inagallu
ANDHRA PRADESH,Prakasam,Parchur,Adusumalle
ANDHRA PRADESH,Prakasam,Parchur,Gollapudi
ANDHRA PRADESH,Prakasam,Parchur,Cherukuru
ANDHRA PRADESH,Prakasam,Parchur,Ramanayapalem
ANDHRA PRADESH,Prakasam,Parchur,Bodawadamandagunta
ANDHRA PRADESH,Prakasam,Parchur,Devara Palle
ANDHRA PRADESH,Prakasam,Parchur,Chennubhotla Palem
ANDHRA PRADESH,Prakasam,Parchur,Parchur
ANDHRA PRADESH,Prakasam,Parchur,Nuthalapadu
ANDHRA PRADESH,Prakasam,Parchur,Upputur
ANDHRA PRADESH,Prakasam,Parchur,Veeranna Palem
ANDHRA PRADESH,Prakasam,Karamchedu,Karamchedu
ANDHRA PRADESH,Prakasam,Karamchedu,Daggubadu
ANDHRA PRADESH,Prakasam,Karamchedu,Kesavarappadu
ANDHRA PRADESH,Prakasam,Karamchedu,Kodavalivari Palem
ANDHRA PRADESH,Prakasam,Karamchedu,Swarna
ANDHRA PRADESH,Prakasam,Karamchedu,Audi Pudi
ANDHRA PRADESH,Prakasam,Karamchedu,Kunkalamarru
ANDHRA PRADESH,Prakasam,Karamchedu,Karamchedu
ANDHRA PRADESH,Prakasam,Inkollu,Inkollu
ANDHRA PRADESH,Prakasam,Inkollu,Nagandla
ANDHRA PRADESH,Prakasam,Inkollu,Idupulapadu
ANDHRA PRADESH,Prakasam,Inkollu,Pusapadu
ANDHRA PRADESH,Prakasam,Inkollu,Pavulur
ANDHRA PRADESH,Prakasam,Inkollu,Inkollu
ANDHRA PRADESH,Prakasam,Inkollu,Ganga Varam
ANDHRA PRADESH,Prakasam,Inkollu,Koniki
ANDHRA PRADESH,Prakasam,Inkollu,Duddukur
ANDHRA PRADESH,Prakasam,Inkollu,Bhimavaram
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Janakavarampanguluru
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Ramakuru
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Konda Manjulur
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Bytamanjulur
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Muppavaram
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Kondamur
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Kotapadu
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Budavada
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Janakavaram Panguluru
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Reningavaram
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Kasyapuram
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Alavalapadu
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Thurpu Thakkella Padu
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Thurpu Koppera Padu
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Chandalur
ANDHRA PRADESH,Prakasam,Janakavarampanguluru,Nuzendla Palle
ANDHRA PRADESH,Prakasam,Addanki,Addanki
ANDHRA PRADESH,Prakasam,Addanki,Mylavaram
ANDHRA PRADESH,Prakasam,Addanki,Uppalapadu
ANDHRA PRADESH,Prakasam,Addanki,Vemparala
ANDHRA PRADESH,Prakasam,Addanki,Chinakotha Palle
ANDHRA PRADESH,Prakasam,Addanki,Dharmavaram
ANDHRA PRADESH,Prakasam,Addanki,Kalavakuru
ANDHRA PRADESH,Prakasam,Addanki,Chakraya Palem
ANDHRA PRADESH,Prakasam,Addanki,Gopalapuram
ANDHRA PRADESH,Prakasam,Addanki,Narasimha Puram
ANDHRA PRADESH,Prakasam,Addanki,Bommanampadu
ANDHRA PRADESH,Prakasam,Addanki,Addanki (North) (U)
ANDHRA PRADESH,Prakasam,Addanki,Ramayapalem (U)
ANDHRA PRADESH,Prakasam,Addanki,Kotikalapudi
ANDHRA PRADESH,Prakasam,Addanki,Kunkupadu
ANDHRA PRADESH,Prakasam,Addanki,Modepalle
ANDHRA PRADESH,Prakasam,Addanki,Dhenuva Konda
ANDHRA PRADESH,Prakasam,Addanki,Nannurupadu
ANDHRA PRADESH,Prakasam,Addanki,Mani Keswaram
ANDHRA PRADESH,Prakasam,Addanki,Addanki (South) (U)
ANDHRA PRADESH,Prakasam,Mundlamuru,Mundlamuru
ANDHRA PRADESH,Prakasam,Mundlamuru,Kommavaram
ANDHRA PRADESH,Prakasam,Mundlamuru,Edara
ANDHRA PRADESH,Prakasam,Mundlamuru,Bheemavaram
ANDHRA PRADESH,Prakasam,Mundlamuru,Jammalamadaka
ANDHRA PRADESH,Prakasam,Mundlamuru,Purimetla
ANDHRA PRADESH,Prakasam,Mundlamuru,Marella
ANDHRA PRADESH,Prakasam,Mundlamuru,Bhatla Palle
ANDHRA PRADESH,Prakasam,Mundlamuru,Khambham Padu (East)
ANDHRA PRADESH,Prakasam,Mundlamuru,Nuzella Palle
ANDHRA PRADESH,Prakasam,Mundlamuru,Thammaluru
ANDHRA PRADESH,Prakasam,Mundlamuru,Umamaheswarapuram
ANDHRA PRADESH,Prakasam,Mundlamuru,Vemulabanda
ANDHRA PRADESH,Prakasam,Mundlamuru,Vemula
ANDHRA PRADESH,Prakasam,Mundlamuru,Chintalapudi
ANDHRA PRADESH,Prakasam,Mundlamuru,Kellam Palle
ANDHRA PRADESH,Prakasam,Mundlamuru,Brundavanam
ANDHRA PRADESH,Prakasam,Mundlamuru,Pulipadu
ANDHRA PRADESH,Prakasam,Mundlamuru,Basava Puram
ANDHRA PRADESH,Prakasam,Mundlamuru,Pedavullagallu
ANDHRA PRADESH,Prakasam,Mundlamuru,Chinnavullagallu
ANDHRA PRADESH,Prakasam,Mundlamuru,Nadimpallivari Khandrika
ANDHRA PRADESH,Prakasam,Mundlamuru,Pasupugallu
ANDHRA PRADESH,Prakasam,Mundlamuru,Singana Palem
ANDHRA PRADESH,Prakasam,Mundlamuru,Mundlamuru
ANDHRA PRADESH,Prakasam,Mundlamuru,Vempadu
ANDHRA PRADESH,Prakasam,Mundlamuru,Peddaravipadu
ANDHRA PRADESH,Prakasam,Mundlamuru,Polavaram
ANDHRA PRADESH,Prakasam,Mundlamuru,Sankarapuram
ANDHRA PRADESH,Prakasam,Mundlamuru,Avisanavaripalem
ANDHRA PRADESH,Prakasam,Darsi,Darsi
ANDHRA PRADESH,Prakasam,Darsi,Bandellapaya
ANDHRA PRADESH,Prakasam,Darsi,Abbaya Palem
ANDHRA PRADESH,Prakasam,Darsi,Thummedalapadu
ANDHRA PRADESH,Prakasam,Darsi,Chandaluru
ANDHRA PRADESH,Prakasam,Darsi,Chalivendra
ANDHRA PRADESH,Prakasam,Darsi,Venkatachalam Palle
ANDHRA PRADESH,Prakasam,Darsi,Thanam Chinthala
ANDHRA PRADESH,Prakasam,Darsi,Potha Varam
ANDHRA PRADESH,Prakasam,Darsi,Devavaram
ANDHRA PRADESH,Prakasam,Darsi,Thimmaya Palem
ANDHRA PRADESH,Prakasam,Darsi,Darsi
ANDHRA PRADESH,Prakasam,Darsi,Bala Puram
ANDHRA PRADESH,Prakasam,Darsi,Lankojana Palle
ANDHRA PRADESH,Prakasam,Darsi,Jammigumpala  @  K.S.Palem
ANDHRA PRADESH,Prakasam,Darsi,Bukka Puram
ANDHRA PRADESH,Prakasam,Darsi,Bandiveligandla
ANDHRA PRADESH,Prakasam,Darsi,Yerrobana Palle
ANDHRA PRADESH,Prakasam,Darsi,Ganeswara Puram
ANDHRA PRADESH,Prakasam,Darsi,East Venkata Puram
ANDHRA PRADESH,Prakasam,Darsi,Ramachandra Puram
ANDHRA PRADESH,Prakasam,Darsi,Rajam Palle
ANDHRA PRADESH,Prakasam,Darsi,East Choutapalem
ANDHRA PRADESH,Prakasam,Darsi,East Veeraya Palem
ANDHRA PRADESH,Prakasam,Darsi,Mohiddin Puram
ANDHRA PRADESH,Prakasam,Darsi,Cheruvu Komma Palem
ANDHRA PRADESH,Prakasam,Darsi,Seetha Sagaram
ANDHRA PRADESH,Prakasam,Darsi,Potha Kamuru
ANDHRA PRADESH,Prakasam,Darsi,Samanthapudi
ANDHRA PRADESH,Prakasam,Darsi,Akkamamba Puram
ANDHRA PRADESH,Prakasam,Darsi,Jamukuladinne
ANDHRA PRADESH,Prakasam,Darsi,Anna Varam
ANDHRA PRADESH,Prakasam,Darsi,Lakshmi Narayana Puram
ANDHRA PRADESH,Prakasam,Darsi,Kothapalle
ANDHRA PRADESH,Prakasam,Darsi,Korlamadugu
ANDHRA PRADESH,Prakasam,Darsi,Thripura Sundari Puram
ANDHRA PRADESH,Prakasam,Darsi,Krishna Puram
ANDHRA PRADESH,Prakasam,Darsi,Pedauyyalawada
ANDHRA PRADESH,Prakasam,Darsi,China Uyyalawada
ANDHRA PRADESH,Prakasam,Markapur,Markapur
ANDHRA PRADESH,Prakasam,Markapur,Jammana Palle
ANDHRA PRADESH,Prakasam,Markapur,Nikaram Palle
ANDHRA PRADESH,Prakasam,Markapur,Peda Nagulavaram
ANDHRA PRADESH,Prakasam,Markapur,Idupur
ANDHRA PRADESH,Prakasam,Markapur,Gajjala Konda
ANDHRA PRADESH,Prakasam,Markapur,Peda Yachavaram
ANDHRA PRADESH,Prakasam,Markapur,Markapur (R)
ANDHRA PRADESH,Prakasam,Markapur,Vemula Kota
ANDHRA PRADESH,Prakasam,Markapur,Kolabhimunipadu
ANDHRA PRADESH,Prakasam,Markapur,Akkacheruvu
ANDHRA PRADESH,Prakasam,Markapur,Gottipadia
ANDHRA PRADESH,Prakasam,Markapur,Thippaya Palem
ANDHRA PRADESH,Prakasam,Markapur,Bhupathi Palle
ANDHRA PRADESH,Prakasam,Markapur,Bondala Padu
ANDHRA PRADESH,Prakasam,Markapur,Malyavanthuni Padu
ANDHRA PRADESH,Prakasam,Markapur,Badekhanpeta
ANDHRA PRADESH,Prakasam,Markapur,Chintakunta
ANDHRA PRADESH,Prakasam,Markapur,Sivaram Puram
ANDHRA PRADESH,Prakasam,Markapur,Yella Puram
ANDHRA PRADESH,Prakasam,Markapur,Krishnapuram
ANDHRA PRADESH,Prakasam,Markapur,Narasimha Puram
ANDHRA PRADESH,Prakasam,Markapur,Goguladinne
ANDHRA PRADESH,Prakasam,Markapur,Rayavaram
ANDHRA PRADESH,Prakasam,Ardhaveedu,Ardhaveedu
ANDHRA PRADESH,Prakasam,Ardhaveedu,Velagalapaya
ANDHRA PRADESH,Prakasam,Ardhaveedu,Gannepalle
ANDHRA PRADESH,Prakasam,Ardhaveedu,Magutur
ANDHRA PRADESH,Prakasam,Ardhaveedu,Potti Basavai Palle
ANDHRA PRADESH,Prakasam,Ardhaveedu,Kakarla
ANDHRA PRADESH,Prakasam,Ardhaveedu,Peda Kandukur
ANDHRA PRADESH,Prakasam,Ardhaveedu,Ayyavari Palle
ANDHRA PRADESH,Prakasam,Ardhaveedu,Donakonda
ANDHRA PRADESH,Prakasam,Ardhaveedu,Ardhaveedu
ANDHRA PRADESH,Prakasam,Ardhaveedu,Bollu Palle
ANDHRA PRADESH,Prakasam,Ardhaveedu,Papineni Palle
ANDHRA PRADESH,Prakasam,Ardhaveedu,Yerraguntla
ANDHRA PRADESH,Prakasam,Ardhaveedu,Bogolu
ANDHRA PRADESH,Prakasam,Cumbum,Cumbum
ANDHRA PRADESH,Prakasam,Cumbum,Lingapuram Khandrika
ANDHRA PRADESH,Prakasam,Cumbum,Linga Puram
ANDHRA PRADESH,Prakasam,Cumbum,Yerrabalem
ANDHRA PRADESH,Prakasam,Cumbum,Anantha Palle
ANDHRA PRADESH,Prakasam,Cumbum,Thurimella
ANDHRA PRADESH,Prakasam,Cumbum,China Cumbum
ANDHRA PRADESH,Prakasam,Cumbum,Porumamilla Palle
ANDHRA PRADESH,Prakasam,Cumbum,Kagitalagudem
